,id,name,supertype,subtypes,hp,types,evolvesTo,attacks,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesFrom,weaknesses,resistances,flavorText,level,abilities,rules
197,xyp-XY21,Bronzong,Pokémon,['Stage 1'],90,['Metal'],,"[{'name': 'Hammer In', 'cost': ['Metal', 'Metal', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ''}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY21,match,Promo,[437],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY21.png', 'large': 'https://images.pokemontcg.io/xyp/XY21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY21', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 25.0, 'mid': 25.0, 'high': 25.0, 'market': 13.76, 'directLow': None}}}",Bronzor,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-20'}]","In ages past, this Pokémon was revered as a bringer of rain. It was found buried in the ground.",,"[{'name': 'Metal Links', 'text': 'Once during your turn (before your attack), you may attach a Metal Energy card from your discard pile to 1 of your Benched Pokémon.', 'type': 'Ability'}]",
198,np-20,Ludicolo,Pokémon,['Stage 2'],90,['Water'],,"[{'name': 'Fury Swipes', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30×', 'text': 'Flip 3 coins. This attack does 30 damage times the number of heads.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",20,Kouki Saitou,Promo,[272],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/20.png', 'large': 'https://images.pokemontcg.io/np/20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-20', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 5.0, 'mid': 5.75, 'high': 9.99, 'market': 3.18, 'directLow': None}}}",Lombre,"[{'type': 'Lightning', 'value': '×2'}]",,,,"[{'name': 'Rain Dish', 'text': 'At any time between turns, remove 1 damage counter from Ludicolo.', 'type': 'Poké-Body'}]",
199,dpp-DP29,Rhyperior LV.X,Pokémon,['Level-Up'],170,['Fighting'],,"[{'name': 'Hard Crush', 'cost': [], 'convertedEnergyCost': 0, 'damage': '50×', 'text': 'Discard the top 5 cards from your deck. This attack does 50 damage for each Energy card you discarded.'}, {'name': 'Upthrow', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': 'Search your discard pile for all Fighting Energy cards, show them to your opponent, and shuffle them into your deck.'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP29,Ryo Ueda,Promo,[464],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP29.png', 'large': 'https://images.pokemontcg.io/dpp/DP29_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP29', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 13.01, 'mid': 17.96, 'high': 22.0, 'market': 13.48, 'directLow': None}}}",Rhyperior,"[{'type': 'Water', 'value': '×2'}]","[{'type': 'Lightning', 'value': '-20'}]",,,,"['Put this card onto your Active Rhyperior. Rhyperior LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.']"
200,mcd12-8,Drilbur,Pokémon,['Basic'],70,['Fighting'],['Excadrill'],"[{'name': 'Hone ClawsScratch', 'cost': ['Colorless', 'Fighting'], 'convertedEnergyCost': 2, 'damage': '10', 'text': ""During your next turn, each of this Pokémon's attacks does 30 more damage (before applying Weakness and Resistance).""}]","['Colorless', 'Colorless']",2.0,"{'id': 'mcd12', 'name': ""McDonald's Collection 2012"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2012/06/15', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd12/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd12/logo.png'}}",8,match,Promo,[529],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd12/8.png', 'large': 'https://images.pokemontcg.io/mcd12/8_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd12-8', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.0, 'mid': 2.26, 'high': 9.99, 'market': 1.86, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]","[{'type': 'Lightning', 'value': '-20'}]",It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,,,
201,hsp-HGSS19,Raikou,Pokémon,['Basic'],80,['Lightning'],,"[{'name': 'Zap Cannon', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ""During your next turn, Raikou can't use Zap Cannon.""}]",['Colorless'],1.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS19,Noriko Hotta,Promo,[243],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS19.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS19_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS19', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 13.0, 'mid': 20.49, 'high': 29.99, 'market': 22.09, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Metal', 'value': '-20'}]",The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,,,
202,basep-26,Pikachu,Pokémon,['Basic'],40,['Lightning'],['Raichu'],"[{'name': 'Scratch', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Thunderbolt', 'cost': ['Lightning', 'Lightning'], 'convertedEnergyCost': 2, 'damage': '40', 'text': 'Discard all Energy cards attached to Pikachu.'}]",['Colorless'],1.0,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",26,Gakuji Nomoto,Promo,[25],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/26.png', 'large': 'https://images.pokemontcg.io/basep/26_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-26', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 36.84, 'mid': 40.44, 'high': 100.0, 'market': 41.61, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,It uses its sensitive tail to sense its environment and has been known to react violently if its tail is grabbed.,9,,
203,hsp-HGSS20,Entei,Pokémon,['Basic'],80,['Fire'],,"[{'name': 'Flare Blitz', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': 'Discard all Fire Energy attached to Entei.'}]",['Colorless'],1.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS20,Yuri Umemura,Promo,[244],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS20.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS20', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 15.0, 'mid': 22.9, 'high': 40.0, 'market': 27.58, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,"Volcanoes erupt when it barks. Unable to contain its sheer power, it races headlong around the land.",,,
204,basep-27,Pikachu,Pokémon,['Basic'],30,['Lightning'],['Raichu'],"[{'name': 'Thundershock', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Agility', 'cost': ['Lightning', 'Lightning'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Pikachu.""}]",,,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",27,Atsuko Nishida,Promo,[25],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/27.png', 'large': 'https://images.pokemontcg.io/basep/27_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-27', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 5.98, 'mid': 11.38, 'high': 25.0, 'market': 12.47, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,"When several of these Pokémon gather, their electricity can cause lightning storms.",5,,
205,np-21,Jirachi,Pokémon,['Basic'],50,['Psychic'],,"[{'name': 'The Third Eye', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Discard an Energy card attached to Jirachi and draw 3 cards.'}, {'name': 'Psywave', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Does 10 damage times the amount of Energy attached to the Defending Pokémon.'}]",['Colorless'],1.0,"{'id': 'np', 'name': 'Nintendo Black Star Promos', 'series': 'NP', 'printedTotal': 40, 'total': 40, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-NP', 'releaseDate': '2003/10/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/np/symbol.png', 'logo': 'https://images.pokemontcg.io/np/logo.png'}}",21,Atsuko Nishida,Promo,[385],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/np/21.png', 'large': 'https://images.pokemontcg.io/np/21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/np-21', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 4.5, 'mid': 15.0, 'high': 75.0, 'market': 5.32, 'directLow': None}}}",,"[{'type': 'Psychic', 'value': '×2'}]",,,,,
206,bwp-BW20,Serperior,Pokémon,['Stage 2'],130,['Grass'],,"[{'name': 'Leaf Tornado', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '60', 'text': 'Move as many Grass Energy attached to your Pokémon to your other Pokémon in any way you like.'}]",['Colorless'],1.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW20,5ban Graphics,Promo,[497],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW20.png', 'large': 'https://images.pokemontcg.io/bwp/BW20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW20', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.56, 'mid': 1.56, 'high': 3.99, 'market': 1.53, 'directLow': None}}}",Servine,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",They raise their heads to intimidate opponents but only give their all when fighting a powerful opponent.,,"[{'name': 'Royal Heal', 'text': 'At any times between turns, heal 10 damage from each of your Pokémon.', 'type': 'Ability'}]",
207,dpp-DP30,Regigigas LV.X,Pokémon,['Level-Up'],150,['Colorless'],,"[{'name': 'Giga Blaster', 'cost': ['Water', 'Fighting', 'Metal', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '100', 'text': ""Discard the top card from your opponent's deck. Then, choose 1 card from your opponent's hand without looking and discard it. Regigigas can't use Giga Blaster during your next turn.""}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP30,Shizurow,Promo,[486],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP30.png', 'large': 'https://images.pokemontcg.io/dpp/DP30_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP30', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 4.0, 'mid': 11.0, 'high': 25.98, 'market': 14.7, 'directLow': None}}}",Regigigas,"[{'type': 'Fighting', 'value': '×2'}]",,,,"[{'name': 'Sacrifice', 'text': ""Once during your turn (before your attack), you may choose 1 of your Pokémon in play and that Pokémon is Knocked Out. Then, search your discard pile for up to 2 basic Energy cards, attach them to Regigigas, and remove 8 damage counters from Regigigas. This power can't be used if Regigigas is affected by a Special Condition."", 'type': 'Poké-Power'}]","['Put this card onto your Active Regigigas. Regigigas LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.']"
208,swshp-SWSH021,Polteageist V,Pokémon,"['Basic', 'V']",170,['Psychic'],,"[{'name': 'Mind Bend', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': ""Your opponent's Active Pokémon is now Confused.""}]",['Colorless'],1.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH021,PLANETA Igarashi,Promo,[855],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH021.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH021_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH021', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.95, 'mid': 2.0, 'high': 5.0, 'market': 1.86, 'directLow': 2.49}}}",,"[{'type': 'Darkness', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]",,,"[{'name': 'Teapot of Surprises', 'text': ""If this Pokémon is in the Active Spot and is damaged by an opponent's attack (even if it is Knocked Out), choose a random card from your opponent's hand. Your opponent reveals that card and puts it on the bottom of their deck."", 'type': 'Ability'}]","['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']"
209,smp-SM22,Rowlet,Pokémon,['Basic'],60,['Grass'],['Dartrix'],"[{'name': 'Tackle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Leafage', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM22,5ban Graphics,Promo,[722],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM22.png', 'large': 'https://images.pokemontcg.io/smp/SM22_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM22', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.6, 'mid': 1.0, 'high': 2.0, 'market': 0.96, 'directLow': 1.0}}}",,"[{'type': 'Fire', 'value': '×2'}]",,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",,,
210,dpp-DP31,Heatran LV.X,Pokémon,['Level-Up'],120,['Fire'],,,"['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP31,Shizurow,Promo,[485],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP31.png', 'large': 'https://images.pokemontcg.io/dpp/DP31_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP31', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 4.59, 'mid': 8.88, 'high': 39.99, 'market': 17.48, 'directLow': None}}}",Heatran,"[{'type': 'Water', 'value': '×2'}]",,,,"[{'name': 'Heat Wave', 'text': ""Once at the end of your turn, if Heatran is on your Bench, you may use this power. If you discarded basic Energy cards attached to your Fire or Metal Active Pokémon by using that Pokémon's attack this turn, attach up to 2 of those Energy cards to that Pokémon."", 'type': 'Poké-Power'}]","['Put this card onto your Active Heatran. Heatran LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.']"
211,smp-SM23,Litten,Pokémon,['Basic'],70,['Fire'],['Torracat'],"[{'name': 'Bite', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Flare', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM23,5ban Graphics,Promo,[725],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM23.png', 'large': 'https://images.pokemontcg.io/smp/SM23_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM23', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.45, 'mid': 0.72, 'high': 1.83, 'market': 1.05, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",,,
212,basep-28,Surfing Pikachu,Pokémon,['Basic'],50,['Lightning'],['Raichu'],"[{'name': 'Surf', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]",['Colorless'],1.0,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",28,Toshinao Aoki,Promo,[25],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/28.png', 'large': 'https://images.pokemontcg.io/basep/28_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-28', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 11.5, 'mid': 14.0, 'high': 40.0, 'market': 14.59, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]",,"One summer, a group of Pikachus was found riding the waves at the local beach.",32,,
213,hsp-HGSS21,Suicune,Pokémon,['Basic'],80,['Water'],,"[{'name': 'Sheer Cold', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ""Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.""}]",['Colorless'],1.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS21,Hideaki Hakozaki,Promo,[245],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS21.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS21', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 15.51, 'mid': 23.48, 'high': 33.99, 'market': 27.48, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]",,"Said to be the embodiment of north winds, it can instantly purify filthy, murky water.",,,
214,xyp-XY22,Darkrai,Pokémon,['Basic'],120,['Darkness'],,"[{'name': 'Hypnoblast', 'cost': ['Darkness', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ""Your opponent's Active Pokémon is now Asleep.""}, {'name': 'Deep Wind', 'cost': ['Darkness', 'Darkness', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60+', 'text': ""If your opponent's Active Pokémon is Asleep, this attack does 60 more damage and heal 30 damage from this Pokémon.""}]",['Colorless'],1.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY22,Sanosuke Sakuma,Promo,[491],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY22.png', 'large': 'https://images.pokemontcg.io/xyp/XY22_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY22', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.93, 'mid': 1.98, 'high': 7.5, 'market': 1.48, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-20'}]","It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.",,,
215,swshp-SWSH022,Flapple,Pokémon,['Stage 1'],80,['Grass'],,"[{'name': 'Acid Spray', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '60', 'text': ""Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.""}]",['Colorless'],1.0,"{'id': 'swshp', 'name': 'SWSH Black Star Promos', 'series': 'Sword & Shield', 'printedTotal': 103, 'total': 103, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SW', 'releaseDate': '2019/11/15', 'updatedAt': '2021/03/15 10:46:00', 'images': {'symbol': 'https://images.pokemontcg.io/swshp/symbol.png', 'logo': 'https://images.pokemontcg.io/swshp/logo.png'}}",SWSH022,Hitoshi Ariga,Promo,[841],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swshp/SWSH022.png', 'large': 'https://images.pokemontcg.io/swshp/SWSH022_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swshp-SWSH022', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 245.0, 'mid': 249.5, 'high': 340.0, 'market': 19.18, 'directLow': None}}}",Applin,"[{'type': 'Fire', 'value': '×2'}]",,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",,"[{'name': 'Apple Drop', 'text': ""Once during your turn, you may put 2 damage counters on 1 of your opponent's Pokémon. If you placed any damage counters in this way, shuffle this Pokémon and all attached cards into your deck."", 'type': 'Ability'}]",
