,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesTo,flavorText,rules
10,base4-1,Alakazam,Pokémon,['Stage 2'],42,80,['Psychic'],Kadabra,"[{'name': 'Damage Swap', 'text': ""As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to another as long as you don't Knock Out that Pokémon. This power can't be used if Alakazam is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Confuse Ray', 'cost': ['Psychic', 'Psychic', 'Psychic'], 'convertedEnergyCost': 3, 'damage': '30', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Confused.'}]","[{'type': 'Psychic', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",1,Ken Sugimori,Rare Holo,[65],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/1.png', 'large': 'https://images.pokemontcg.io/base4/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 14.71, 'mid': 26.88, 'high': 159.99, 'market': 29.2, 'directLow': None}}}",,Its brain can outperform a supercomputer. Its intelligence quotient is said to be 5000.,
11,pl3-1,Absol G,Pokémon,['Basic'],59,70,['Darkness'],,,"[{'name': 'Feint Attack', 'cost': ['Darkness'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. This attack's damage isn't affected by Weakness, Resistance, Poké-Powers, Poké-Bodies, or any other effects on that Pokémon.""}, {'name': 'Doom News', 'cost': ['Darkness', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Return all Energy cards attached to Absol G to your hand. The Defending Pokémon is Knocked Out at the end of your opponent's next turn.""}]","[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'pl3', 'name': 'Supreme Victors', 'series': 'Platinum', 'printedTotal': 147, 'total': 150, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SV', 'releaseDate': '2009/08/19', 'updatedAt': '2018/03/07 22:40:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl3/symbol.png', 'logo': 'https://images.pokemontcg.io/pl3/logo.png'}}",1,Yusuke Ishikawa,Rare Holo,[359],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl3/1.png', 'large': 'https://images.pokemontcg.io/pl3/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl3-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 7.19, 'mid': 8.12, 'high': 9.05, 'market': 4.44, 'directLow': None}, 'reverseHolofoil': {'low': 2.75, 'mid': 3.2, 'high': 3.99, 'market': 3.39, 'directLow': None}}}",,,
12,ru1-1,Venusaur,Pokémon,['Stage 2'],,140,['Grass'],Ivysaur,,"[{'name': 'Giga Drain', 'cost': ['Grass', 'Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '50', 'text': 'Remove from Venusaur the number of damage counters equal to the damage you did to the Defending Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'ru1', 'name': 'Pokémon Rumble', 'series': 'Other', 'printedTotal': 16, 'total': 16, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2009/12/02', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ru1/symbol.png', 'logo': 'https://images.pokemontcg.io/ru1/logo.png'}}",1,Pokemon Rumble,,[3],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ru1/1.png', 'large': 'https://images.pokemontcg.io/ru1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ru1-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 38.0, 'mid': 46.5, 'high': 55.0, 'market': 39.0, 'directLow': None}}}",,,
13,hgss1-1,Arcanine,Pokémon,['Stage 1'],,110,['Fire'],Growlithe,,"[{'name': 'Sharp Fang', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': ''}, {'name': 'Fire Mane', 'cost': ['Fire', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '90', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'hgss1', 'name': 'HeartGold & SoulSilver', 'series': 'HeartGold & SoulSilver', 'printedTotal': 123, 'total': 123, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'HS', 'releaseDate': '2010/02/10', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss1/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss1/logo.png'}}",1,Naoki Saito,Rare Holo,[59],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss1/1.png', 'large': 'https://images.pokemontcg.io/hgss1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss1-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 23.5, 'mid': 31.54, 'high': 42.99, 'market': 31.19, 'directLow': None}, 'reverseHolofoil': {'low': 39.99, 'mid': 41.45, 'high': 79.99, 'market': 4.66, 'directLow': None}}}",,This legendary Chinese Pokémon is considered magnificent. Many people are enchanted by its grand mane.,
14,dp3-1,Ampharos,Pokémon,['Stage 2'],52,130,['Lightning'],Flaaffy,"[{'name': 'Jamming', 'text': ""After your opponent plays a Supporter card from his or her hand, put 1 damage counter on each of your opponent's Pokémon. You can't use more than 1 Jamming Poké-Body each turn."", 'type': 'Poké-Body'}]","[{'name': 'Cluster Bolt', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ""You may discard all Lightning Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokémon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Fighting', 'value': '+30'}]","[{'type': 'Metal', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'dp3', 'name': 'Secret Wonders', 'series': 'Diamond & Pearl', 'printedTotal': 132, 'total': 132, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SW', 'releaseDate': '2007/11/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp3/symbol.png', 'logo': 'https://images.pokemontcg.io/dp3/logo.png'}}",1,Kouki Saitou,Rare Holo,[181],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp3/1.png', 'large': 'https://images.pokemontcg.io/dp3/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp3-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 6.55, 'mid': 8.21, 'high': 20.18, 'market': 7.06, 'directLow': None}, 'reverseHolofoil': {'low': 5.0, 'mid': 12.5, 'high': 19.99, 'market': 6.3, 'directLow': 2.59}}}",,"The tip of its tail shines brightly. In the olden days, people sent signals using the tail's light.",
15,ex11-1,Beedrill δ,Pokémon,['Stage 2'],,90,"['Grass', 'Metal']",Kakuna,"[{'name': 'Final Sting', 'text': ""Once during your turn (before your attack), you may Knock Out Beedrill. If you do, choose 1 of your opponent's Defending Pokémon. That Pokémon is now Paralyzed and Poisoned. Put 2 damage counters instead of 1 on that Pokémon between turns. This power can't be used if Beedrill is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Super Slash', 'cost': ['Grass', 'Metal', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50+', 'text': 'If the Defending Pokémon is an Evolved Pokémon, this attack does 50 damage plus 30 more damage.'}]","[{'type': 'Fire', 'value': '×2'}]",,,,"{'id': 'ex11', 'name': 'Delta Species', 'series': 'EX', 'printedTotal': 113, 'total': 114, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'DS', 'releaseDate': '2005/10/31', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex11/symbol.png', 'logo': 'https://images.pokemontcg.io/ex11/logo.png'}}",1,Masakazu Fukuda,Rare Holo,[15],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex11/1.png', 'large': 'https://images.pokemontcg.io/ex11/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex11-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 5.47, 'mid': 10.37, 'high': 24.63, 'market': 10.82, 'directLow': None}, 'reverseHolofoil': {'low': 12.98, 'mid': 31.77, 'high': 109.99, 'market': 25.18, 'directLow': None}}}",,,['This Pokémon is both Grass Metal type.']
16,gym1-1,Blaine's Moltres,Pokémon,['Basic'],44,90,['Fire'],,,"[{'name': 'Phoenix Flame', 'cost': ['Fire', 'Fire', 'Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 5, 'damage': '90', 'text': ""Flip a coin. If tails, shuffle Blaine's Moltres and all cards attached to it into your deck (after doing damage).""}]",,"[{'type': 'Fighting', 'value': '-30'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'gym1', 'name': 'Gym Heroes', 'series': 'Gym', 'printedTotal': 132, 'total': 132, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'G1', 'releaseDate': '2000/08/14', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/gym1/symbol.png', 'logo': 'https://images.pokemontcg.io/gym1/logo.png'}}",1,Ken Sugimori,Rare Holo,[146],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/gym1/1.png', 'large': 'https://images.pokemontcg.io/gym1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/gym1-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 49.99, 'mid': 80.49, 'high': 279.0, 'market': 72.75, 'directLow': None}, '1stEditionHolofoil': {'low': 249.96, 'mid': 249.99, 'high': 400.99, 'market': 274.95, 'directLow': None}}}",,,
17,base3-1,Aerodactyl,Pokémon,['Stage 1'],28,60,['Fighting'],Mysterious Fossil,"[{'name': 'Prehistoric Power', 'text': 'No more Evolution cards can be played. This power stops working while Aerodactyl is Asleep, Confused, or Paralyzed.', 'type': 'Pokémon Power'}]","[{'name': 'Wing Attack', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ''}]","[{'type': 'Grass', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base3', 'name': 'Fossil', 'series': 'Base', 'printedTotal': 62, 'total': 62, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'FO', 'releaseDate': '1999/10/10', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base3/symbol.png', 'logo': 'https://images.pokemontcg.io/base3/logo.png'}}",1,Kagemaru Himeno,Rare Holo,[142],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base3/1.png', 'large': 'https://images.pokemontcg.io/base3/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base3-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 12.0, 'mid': 20.0, 'high': 100.0, 'market': 25.45, 'directLow': 30.59}, '1stEditionHolofoil': {'low': 39.37, 'mid': 89.98, 'high': 140.0, 'market': 110.0, 'directLow': None}}}",,A ferocious prehistoric Pokémon that goes for the enemy's throat with its serrated saw-like fangs.,
18,sm9-1,Celebi & Venusaur-GX,Pokémon,"['Basic', 'TAG TEAM', 'GX']",,270,['Grass'],,,"[{'name': 'Pollen Hazard', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ""Your opponent's Active Pokémon is now Burned, Confused, and Poisoned.""}, {'name': 'Solar Beam', 'cost': ['Grass', 'Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '150', 'text': ''}, {'name': 'Evergreen-GX', 'cost': ['Grass', 'Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '180', 'text': ""Heal all damage from this Pokémon. If this Pokémon has at least 1 extra Grass Energy attached to it (in addition to this attack's cost), shuffle all cards from your discard pile into your deck. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'sm9', 'name': 'Team Up', 'series': 'Sun & Moon', 'printedTotal': 181, 'total': 196, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'TEU', 'releaseDate': '2019/02/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm9/symbol.png', 'logo': 'https://images.pokemontcg.io/sm9/logo.png'}}",1,Mitsuhiro Arita,Rare Holo GX,"[3, 251]","{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm9/1.png', 'large': 'https://images.pokemontcg.io/sm9/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm9-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 4.75, 'mid': 6.6, 'high': 10.8, 'market': 6.77, 'directLow': 7.07}}}",,,"['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']"
19,xy2-1,Caterpie,Pokémon,['Basic'],,40,['Grass'],,"[{'name': 'Adaptive Evolution', 'text': 'This Pokémon can evolve during your first turn or the turn you play it.', 'type': 'Ability'}]","[{'name': 'Bug Bite', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'xy2', 'name': 'Flashfire', 'series': 'XY', 'printedTotal': 106, 'total': 109, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FLF', 'releaseDate': '2014/05/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy2/symbol.png', 'logo': 'https://images.pokemontcg.io/xy2/logo.png'}}",1,Sumiyoshi Kizuki,Common,[10],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy2/1.png', 'large': 'https://images.pokemontcg.io/xy2/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy2-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.08, 'mid': 0.25, 'high': 1.25, 'market': 0.15, 'directLow': None}, 'reverseHolofoil': {'low': 0.19, 'mid': 0.42, 'high': 1.95, 'market': 0.28, 'directLow': None}}}",['Metapod'],"For protection, it releases a horrible stench from the antennae on its head to drive away enemies.",
20,pop6-1,Bastiodon,Pokémon,['Stage 2'],51,130,['Metal'],Shieldon,"[{'name': 'Protective Wall', 'text': ""Prevent all damage done to your Benched Pokémon by your opponent's attacks."", 'type': 'Poké-Body'}]","[{'name': 'Anger Revenge', 'cost': ['Metal', 'Metal', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ""If Bastiodon was damaged by an attack during your opponent's last turn, this attack does 40 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Fire', 'value': '+40'}]","[{'type': 'Psychic', 'value': '-20'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'pop6', 'name': 'POP Series 6', 'series': 'POP', 'printedTotal': 17, 'total': 17, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2007/09/01', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/pop6/symbol.png', 'logo': 'https://images.pokemontcg.io/pop6/logo.png'}}",1,Kazuyuki Kano,Rare,[411],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pop6/1.png', 'large': 'https://images.pokemontcg.io/pop6/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pop6-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 1.15, 'mid': 1.8, 'high': 3.5, 'market': 1.47, 'directLow': None}}}",,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,
21,hgss4-2,Altaria,Pokémon,['Stage 1'],,90,['Colorless'],Swablu,,"[{'name': 'Midnight Eyes', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Stadium Power', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40+', 'text': 'If there is any Stadium card in play, this attack does 40 damage plus 30 more damage.'}]","[{'type': 'Colorless', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",,,"{'id': 'hgss4', 'name': 'HS—Triumphant', 'series': 'HeartGold & SoulSilver', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TM', 'releaseDate': '2010/11/03', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss4/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss4/logo.png'}}",2,Ryo Ueda,Rare Holo,[334],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss4/2.png', 'large': 'https://images.pokemontcg.io/hgss4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss4-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.0, 'mid': 3.0, 'high': 4.01, 'market': 1.31, 'directLow': 3.98}, 'reverseHolofoil': {'low': 0.89, 'mid': 0.97, 'high': 2.99, 'market': 0.79, 'directLow': None}}}",,It flies gracefully through the sky. Its melodic humming makes you feel like you're in a dream.,
22,ecard2-H2,Arcanine,Pokémon,['Stage 1'],,90,['Fire'],Growlithe,"[{'name': 'Extreme Speed', 'text': 'You pay Colorless less to retreat Arcanine for each Energy attached to it.', 'type': 'Poké-Body'}]","[{'name': 'Fire Blow', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30+', 'text': 'You may discard any number of Fire Energy cards attached to Arcanine when you use this attack. If you do, flip a number of coins equal to the number of Fire Energy cards you discarded. This attack does 30 damage plus 30 more damage for each heads.'}]","[{'type': 'Water', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'ecard2', 'name': 'Aquapolis', 'series': 'E-Card', 'printedTotal': 186, 'total': 186, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'AQ', 'releaseDate': '2003/01/15', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ecard2/symbol.png', 'logo': 'https://images.pokemontcg.io/ecard2/logo.png'}}",H2,Kyoko Umemoto,Rare Holo,[59],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ecard2/H2.png', 'large': 'https://images.pokemontcg.io/ecard2/H2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ecard2-H2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 120.3, 'mid': 227.86, 'high': 499.99, 'market': 200.0, 'directLow': None}}}",,,
23,xy2-2,Metapod,Pokémon,['Stage 1'],,70,['Grass'],Caterpie,"[{'name': 'Adaptive Evolution', 'text': 'This Pokémon can evolve during your first turn or the turn you play it.', 'type': 'Ability'}]","[{'name': 'Harden', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""During your opponent's next turn, if this Pokémon would be damaged by an attack, prevent that attack's damage done to this Pokémon if that damage is 60 or less.""}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'xy2', 'name': 'Flashfire', 'series': 'XY', 'printedTotal': 106, 'total': 109, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FLF', 'releaseDate': '2014/05/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy2/symbol.png', 'logo': 'https://images.pokemontcg.io/xy2/logo.png'}}",2,kawayoo,Uncommon,[11],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy2/2.png', 'large': 'https://images.pokemontcg.io/xy2/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy2-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.1, 'mid': 0.25, 'high': 0.99, 'market': 0.16, 'directLow': 0.14}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.46, 'high': 1.95, 'market': 0.44, 'directLow': None}}}",['Butterfree'],A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.,
24,pl1-2,Blastoise,Pokémon,['Stage 2'],60,130,['Water'],Wartortle,"[{'name': 'Dig Well', 'text': ""Once during your turn (before your attack), you may look at the top 3 cards of your deck, choose as many Water Energy cards as you like, and attach them to your Pokémon in any way you like. Discard the other cards. This power can't be used if Blastoise is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Aqua Press', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20+', 'text': ""Does 20 damage plus 10 more damage for each Energy attached to all Pokémon (both yours and your opponent's).""}, {'name': 'Double Launcher', 'cost': ['Water', 'Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '', 'text': ""Discard 2 Energy attached to Blastoise. Choose 2 of your opponent's Benched Pokémon. This attack does 60 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.) Blastoise can't use Double Launcher during your next turn.""}]","[{'type': 'Lightning', 'value': '+30'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'pl1', 'name': 'Platinum', 'series': 'Platinum', 'printedTotal': 127, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PL', 'releaseDate': '2009/02/11', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl1/symbol.png', 'logo': 'https://images.pokemontcg.io/pl1/logo.png'}}",2,Kagemaru Himeno,Rare Holo,[9],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl1/2.png', 'large': 'https://images.pokemontcg.io/pl1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl1-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 10.0, 'mid': 12.33, 'high': 19.99, 'market': 18.27, 'directLow': None}, 'reverseHolofoil': {'low': 31.1, 'mid': 39.95, 'high': 45.94, 'market': 11.36, 'directLow': None}}}",,,
25,base4-2,Blastoise,Pokémon,['Stage 2'],52,100,['Water'],Wartortle,"[{'name': 'Rain Dance', 'text': ""As often as you like during your turn (before your attack), you may attach 1 Water Energy card to 1 of your Water Pokémon. (This doesn't use up your 1 Energy card attachment for the turn.) This power can't be used if Blastoise is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Hydro Pump', 'cost': ['Water', 'Water', 'Water'], 'convertedEnergyCost': 3, 'damage': '40+', 'text': ""Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}]","[{'type': 'Lightning', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base4', 'name': 'Base Set 2', 'series': 'Base', 'printedTotal': 130, 'total': 130, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'B2', 'releaseDate': '2000/02/24', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/base4/symbol.png', 'logo': 'https://images.pokemontcg.io/base4/logo.png'}}",2,Ken Sugimori,Rare Holo,[9],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base4/2.png', 'large': 'https://images.pokemontcg.io/base4/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base4-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 58.0, 'mid': 89.99, 'high': 224.99, 'market': 126.0, 'directLow': None}}}",,A brutal Pokémon with pressurized water jets on its shell. They are used for high-speed tackles.,
26,dp3-2,Blastoise,Pokémon,['Stage 2'],52,120,['Water'],Wartortle,"[{'name': 'Waterlog', 'text': ""Once during your turn (before your attack), you may attach as many basic Water Energy cards from your hand to any of your Pokémon in any way you like. If you do, your turn ends. This power can't be used if Blastoise is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Hydro Pump', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50+', 'text': ""Does 50 damage plus 20 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.""}]","[{'type': 'Lightning', 'value': '+30'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'dp3', 'name': 'Secret Wonders', 'series': 'Diamond & Pearl', 'printedTotal': 132, 'total': 132, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SW', 'releaseDate': '2007/11/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dp3/symbol.png', 'logo': 'https://images.pokemontcg.io/dp3/logo.png'}}",2,Daisuke Ito,Rare Holo,[9],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dp3/2.png', 'large': 'https://images.pokemontcg.io/dp3/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dp3-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 48.0, 'mid': 48.67, 'high': 49.66, 'market': 23.26, 'directLow': None}, 'reverseHolofoil': {'low': 22.95, 'mid': 29.99, 'high': 47.66, 'market': 22.15, 'directLow': None}}}",,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.,
